Sofware o fuente;Area de identificacion;Modulo(QUERY);Nombre Query;Modulo(TABLA);Tabla;Nombre tecnico;Nombre completo;Nombre dato;Definición;Tipo de Dato:;Valor Máximo Permitido:;valores permitidos;tipo de ingreso del dato ;Encargado
Sap hana;Registro y control;Ventas;Consulta Servicio al Contratante;Beneficiarios;@OK1_EXE_CONT_BENEFI;U_snombre;@OK1_EXE_CONT_BENEFI.U_snombre;Segundo Nombre;Segundo Nombre contratante;Texto;Indefinido;Texto;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Consulta Servicio al Contratante;Beneficiarios;@OK1_EXE_CONT_BENEFI;U_pape;@OK1_EXE_CONT_BENEFI.U_pape;Primer Apellido;Primer Apellido contratante;Texto;Indefinido;Texto;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Consulta Servicio al Contratante;Beneficiarios;@OK1_EXE_CONT_BENEFI;U_sape;@OK1_EXE_CONT_BENEFI.U_sape;Segundo Apellido;Segundo Apellido contratante;Texto;Indefinido;Texto;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Consulta Servicio al Contratante;Beneficiarios;@OK1_EXE_CONT_BENEFI;U_aplVlrExtra;@OK1_EXE_CONT_BENEFI.U_aplVlrExtra;Aplica Valor Extra Prima;Indicativo si se aplica cobro por servicio al Contratante (Y);Combo;Indefinido;Combo;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Consulta Servicio al Contratante;Beneficiarios;@OK1_EXE_CONT_BENEFI;U_fecVlrExtra;@OK1_EXE_CONT_BENEFI.U_fecVlrExtra;Fecha Inicio Valor Extra;Fecha de Venta valor extra por servicio al Ctte;Fecha;Indefinido;Fecha;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Prenecesidades ;@OK1_EXE_PRENE_HEAD;DocEntry;@OK1_EXE_PRENE_HEAD.DocEntry;DocEntry;Numero identificador consecutivo de la prenecesidad ;Numérico;Indefinido;Numérico;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_numcont;@OK1_EXE_PRENE_HEAD.U_numcont;Numero Contrato;Numero del contrato de la Prenecesidad;Texto;Indefinido;Texto;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_contrant;@OK1_EXE_PRENE_HEAD.U_contrant;Contratante;Numero de documento del contratante de la prenecesidad con el prefijo C;Texto;Indefinido;Texto;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_ncontrat;@OK1_EXE_PRENE_HEAD.U_ncontrat;Nombre del Contrante;Nombre del Contratante de la Prenecesidad;Texto;Indefinido;Texto;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Prenecesidades ;@OK1_EXE_PRENE_HEAD;CreateDate;@OK1_EXE_PRENE_HEAD.CreateDate;CreateDate;Fecha de Creacion del contrato de la Prenecesidad en SAP;Fecha;Indefinido;Fecha;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_fecIn;@OK1_EXE_PRENE_HEAD.U_fecIn;Fecha Inicio;Fecha de inicio de pago de la Prenecesidad;Fecha;Indefinido;Fecha;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_nomVnd;@OK1_EXE_PRENE_HEAD.U_nomVnd;Nombre de Vendedor;Nombre Vendedor Prenecesidad;Texto;Indefinido;Texto;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_estado;@OK1_EXE_PRENE_HEAD.U_estado;Estado del Contrato;Estado del contrato de prenecesida;Combo;Indefinido;Combo;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_tipCont;@OK1_EXE_PRENE_HEAD.U_tipCont;Tipo de Contrato;Tipo de contrato (NUEVO, CAMBIO, RECUPERADO);Combo;Indefinido;Combo;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_conve;@OK1_EXE_PRENE_HEAD.U_conve;Convenio;Codigo Convenio;Numérico;Indefinido;Numérico;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_nomcon;@OK1_EXE_PRENE_HEAD.U_nomcon;Nombre Convenio;Nombre del convenio al cual pertenece;Texto;Indefinido;Texto;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Convenios;@OK1_EXE_CONV_HEAD;U_uen;@OK1_EXE_CONV_HEAD.U_uen;Unidad Estrategica Negocios;Codigo unidad estrategica de negocios;Combo;UE06;Combo;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Convenios;Vacio;Vacio;.;Nombre UEN;Nombre Unidad Estrategica de Negocios;Combo;Indefinido;Combo;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_valor;@OK1_EXE_PRENE_HEAD.U_valor;Valor Mensual;Valor total de la Prenecesidad;Numérico;7266000;Numérico;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_valorPrenec;@OK1_EXE_PRENE_HEAD.U_valorPrenec;Valor Prenecesidad;Valor Mensual de la Prenecesidad;Numérico;9949180;Numérico;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_sucur;@OK1_EXE_PRENE_HEAD.U_sucur;Sucursal;Agencia a la que corresponde el contrato de prenecesidad;Combo;Indefinido;Combo;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Prenecesidades ;@OK1_EXE_PRENE_HEAD;U_nompla;@OK1_EXE_PRENE_HEAD.U_nompla;Nombre Plan;Nombre el plan de Prenecesidad;Combo;Indefinido;Combo;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Vendedores;OSLP;U_CardCode;OSLP.U_CardCode;Codigo Socio Negocios;Codigo socio de Negocios;Texto;Indefinido;Texto;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;QUERY PRENECESIDADES;Vendedores;OSLP;SlpName;OSLP.SlpName;Sales Employee Name;Nombre de Vendedor del contrato;Texto;Indefinido;Texto;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;DocEntry;@OK1_EXE_CONTR_HEAD.DocEntry;DocEntry;Numero identificador consecutivo del contrato de prevision;Numérico;Indefinido;Numérico;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_numcont;@OK1_EXE_CONTR_HEAD.U_numcont;Numero Contrato;Numero del contrato de Prevision;Texto;Indefinido;Texto;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_contrant;@OK1_EXE_CONTR_HEAD.U_contrant;Contratante;Numero de documento del contratante con el prefijo C;Texto;Indefinido;Texto;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_ncontrat;@OK1_EXE_CONTR_HEAD.U_ncontrat;Nombre del Contrante;Nombre y apellido del contratante;Texto;Indefinido;Texto;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;CreateDate;@OK1_EXE_CONTR_HEAD.CreateDate;CreateDate;Fecha de Creacion del contrato de Prevision en SAP;Fecha;Indefinido;Fecha;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_fecIn;@OK1_EXE_CONTR_HEAD.U_fecIn;Fecha Inicio;Fecha incio de Vigencia del contrato de Prevision;Fecha;Indefinido;Fecha;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_R_FECRCO;@OK1_EXE_CONTR_HEAD.U_R_FECRCO;Fecha Crea Contrato;Fecha de Firma del Contrato;Fecha;Indefinido;Fecha;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nomVnd;@OK1_EXE_CONTR_HEAD.U_nomVnd;Nombre de Vendedor;Nombre de Vendedor del contrato;Texto;Indefinido;Texto;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_estado;@OK1_EXE_CONTR_HEAD.U_estado;Estado del Contrato;Estado del contrato de prevision;Combo;Indefinido;Combo;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_tipCont;@OK1_EXE_CONTR_HEAD.U_tipCont;Tipo de Contrato;Tipo de contrato (NUEVO, CAMBIO, RECUPERADO);Combo;Indefinido;Combo;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_sucur;@OK1_EXE_CONTR_HEAD.U_sucur;Sucursal;Agencia a la que corresponde el contrato;Combo;Indefinido;Combo;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nomcon;@OK1_EXE_CONTR_HEAD.U_nomcon;Nombre Convenio;Nombre del convenio al cual pertenece;Texto;Indefinido;Texto;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_conve;@OK1_EXE_CONTR_HEAD.U_conve;Convenio;Codigo Convenio;Numérico;Indefinido;Numérico;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nomuen;@OK1_EXE_CONTR_HEAD.U_nomuen;Nombre UEN;Nombre Unidad Estrategica de Negocios;Combo;Indefinido;Combo;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_valor;@OK1_EXE_CONTR_HEAD.U_valor;Valor Mensual;Valor mensual de la cuota a pagar;Numérico;2400000;Numérico;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_ContAnte;@OK1_EXE_CONTR_HEAD.U_ContAnte;Contrato Anterior;Número del contrato anterior;Numérico;Indefinido;Numérico;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nompla;@OK1_EXE_CONTR_HEAD.U_nompla;Nombre Plan;Nombre del Plan;Combo;Indefinido;Combo;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_vlplan;@OK1_EXE_CONTR_HEAD.U_vlplan;Valor Mensual Plan;Valor mensual del Plan;Numérico;0;Numérico;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_observ;@OK1_EXE_CONTR_HEAD.U_observ;Observaciones;Comentarios acerca del contrato generados por funcionarios de la compañia;Texto;Indefinido;Texto;Humano;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;OSLP;D.U_CardCode;OSLP.D.U_CardCode;Codigo Socio Negocios;Codigo socio de Negocios;Texto;Indefinido;Texto;Automático;Cristian Rodriguez
Sap hana;Registro y control;Ventas;Base de Datos General;Afiliaciones;OSLP;D.SlpName;OSLP.D.SlpName;Sales Employee Name;Nombre de Vendedor del contrato;Texto;Indefinido;Texto;Automático;Cristian Rodriguez
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;SELECTClgCode;OCLG.SELECTClgCode;Número de actividad;Numero identificador de la actividad;Numérico;Indefinido;Numérico;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;CardCode;OCLG.CardCode;Código SN;Numero de documento del contratante con el prefijo C;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;Details;OCLG.Details;Info.detallada;Tipificacion de la solicitud en detalle;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_ncontrat;@OK1_EXE_CONTR_HEAD.U_ncontrat;Nombre del Contrante;Nombre y apellido del contratante;Texto;Indefinido;Texto;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Areas;OCLT;Name;OCLT.Name;Nombre;Area ( SAC, CALIFICACION SERFUN);combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Tipificaciones;OCLS;Name;OCLS.Name;Nombre;Clasificacion general de la solicitud;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Responsables;OUSR;U_NAME;OUSR.U_NAME;Nombre de usuario;Nombre del responsable de la actividad (no siempre es el funcionario que desarrolla la actividad);Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;Duration;OCLG.Duration;Duración de la actividad;Tiempo de creacion de la actividad;Numérico;indefinido;Numérico;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;status;OCLG.status;Estado;Clasificacion del estado de la actividad;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;BeginTime;OCLG.BeginTime;Hora de inicio;Hora inicio del registro de la actividad;Fecha;0,999305556;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;ENDTime;OCLG.ENDTime;Hora de fin;Hora fin del registro de la actividad;Fecha;0,999305556;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;Recontact;OCLG.Recontact;Fecha actividad;Fecha de creacion de la actividad;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;endDate;OCLG.endDate;Fecha final/vencimiento;Es la misma Fecha de creacion de la actividad;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;AttendUser;OCLG.AttendUser;Negociado por;Codigo de usuario;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;AssignedBy;OCLG.AssignedBy;Asignado por;Codigo de usuario que asigna;Numérico;813;Numérico;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_numcont;@OK1_EXE_CONTR_HEAD.U_numcont;Numero Contrato;Numero del contrato;Texto;Indefinido;Texto;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Afiliaciones;OCLG;U_DocEntryCto;OCLG.U_DocEntryCto;DocEntry Cto;Numero identificador consecutivo del contrato de prevision;Numérico;Indefinido;Numérico;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Afiliaciones;@OK1_EXE_CONTR_HEAD;DocEntry;@OK1_EXE_CONTR_HEAD.DocEntry;DocEntry;Numero identificador consecutivo del contrato de prevision;Numérico;Indefinido;Numérico;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_estado;@OK1_EXE_CONTR_HEAD.U_estado;Estado del Contrato;Estado del contrato;combo;Indefinido;combo;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_suen;@OK1_EXE_CONTR_HEAD.U_suen;SubUnidad Estrategica Negocios;Codigo de la Sub-unidad estrategica de negocios;Combo;Indefinido;Combo;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nomsuen;@OK1_EXE_CONTR_HEAD.U_nomsuen;Nombre Sub UEN;Nombre del segmento poblacional sobre la unidad estratégica;Combo;Indefinido;Combo;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_fecIn;@OK1_EXE_CONTR_HEAD.U_fecIn;Fecha Inicio;Fecha de inicio de  vigencia ;Fecha;Indefinido;Fecha;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_R_FECRCO;@OK1_EXE_CONTR_HEAD.U_R_FECRCO;Fecha Crea Contrato;Fecha en la que se realizo la venta;Fecha;Indefinido;Fecha;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_valor;@OK1_EXE_CONTR_HEAD.U_valor;Valor Mensual;Valor del plan + beneficiarios con valor adicional;Numérico;105500;Numérico;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nomcon;@OK1_EXE_CONTR_HEAD.U_nomcon;Nombre Convenio;Nombre del convenio empresarial al cual pertenece el contratante;Texto;Indefinido;Texto;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nomuen;@OK1_EXE_CONTR_HEAD.U_nomuen;Nombre UEN;Nombre de la unidad estratégica;Combo;Indefinido;Combo;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nompla;@OK1_EXE_CONTR_HEAD.U_nompla;Nombre Plan;Nombre del Producto adquirido con la compañía;Combo;Indefinido;Combo;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_nomsuen;@OK1_EXE_CONTR_HEAD.U_nomsuen;Nombre Sub UEN;Nombre del segmento poblacional sobre la unidad estratégica;Combo;Indefinido;Combo;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Afiliaciones;@OK1_EXE_CONTR_HEAD;U_sucur;@OK1_EXE_CONTR_HEAD.U_sucur;Sucursal;Agencia a la que corresponde el contrato;Combo;Indefinido;Combo;Automatico;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;status;OCLG.status;Estado;Clasificacion del estado de la actividad;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCEstSolicitud;OCLG.U_CANCEstSolicitud;CANC - Estudio de Solicitud;Identifica si la solicitud de cancelacion fue positiva o negativa (Resultado de fidelizacion );combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CancSerfun;OCLG.U_CancSerfun;CANC-SERFUN;Cancelacion realcionada con un servicio funerario;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCCompetencia;OCLG.U_CANCCompetencia;CANC - Competencia;Indica si el cliente se va para la competencia;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCDigitalizac;OCLG.U_CANCDigitalizac;CANC - Digitalizacion;CANC - Digitalizacion;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCEstudiosol;OCLG.U_CANCEstudiosol;CANC - Estudio solicitud;Estado de la solicitud de la cancelacion;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCLlamadaret;OCLG.U_CANCLlamadaret;CANC - Llamada retención;Indica si se le hizo llamada de retencion;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCMedioenvio;OCLG.U_CANCMedioenvio;CANC - Medio envio;Clasificacion del medio por donde se brinda la respuesta (Email o correo certificado);combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCCualcompet;OCLG.U_CANCCualcompet;CANC - Cual competencia;Indica a que competidor se va el cliente ;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCDireccion;OCLG.U_CANCDireccion;CANC - Direccion;"Identifica si la respuesta a la solicitud es sencilla o compleja (sencilla= solo la cancelacion; compleja= si tiene otras solicitudes)";Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCDuenoPredi;OCLG.U_CANCDuenoPredi;CANC – Dueño Predio;Etiqueta para tipificar si el solicitante de la cancelacion es dueño de predio ;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCEmail;OCLG.U_CANCEmail;CANC - E-mail;Email para enviar la respuesta de la solicitud de cancelacion;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCFechaCance;OCLG.U_CANCFechaCance;CANC – Fecha Cancelacion;Fecha de cancelacion de contrato;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCFechaenvio;OCLG.U_CANCFechaenvio;CANC - Fecha envio carta;Fecha de envio de la respuesta de la solicitud de cancelacion;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCFechallama;OCLG.U_CANCFechallama;CANC - Fecha llamada retencion;Fecha de llamada de fidelizacion;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCFechareali;OCLG.U_CANCFechareali;CANC - Fecha realización siste;Fecha de registro de la actividad en el sistema;Fecha;Indefinido;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCFuncionario;OCLG.U_CANCFuncionario;CANC - Funcionario que realiza;Funcionario que realiza la fidelizacion ;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCHoraFina;OCLG.U_CANCHoraFina;CANC Hora Final;Hora final del registro de la actividad de cancelacion;Fecha;0,999305556;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCHoraInic;OCLG.U_CANCHoraInic;CANC Hora Inicio;Hora inicio del registro de la actividad de cancelacion;Fecha;0,999305556;Fecha;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCMotivocanc;OCLG.U_CANCMotivocanc;CANC - Motivo cancelacion;Clasificacion del motivo de cancelacion;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCNoGuia;OCLG.U_CANCNoGuia;CANC - No. Guia;Nro de la guia si la respuesta de la solicitud de cancelacion del cliente se envia en fisico ;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCNumerosoli;OCLG.U_CANCNumerosoli;CANC - Numero solicitud;"Identifica si la solicitud de cancelacion es nueva o no (1= primera solicitud; 2= dos o mas solicitudes)";combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCPorquenose;OCLG.U_CANCPorquenose;CANC - Porqué no se realiza ll;CANC - Porqué no se realiza ll;combo;Indefinido;combo;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCCedulaPred;OCLG.U_CANCCedulaPred;CANC – Cedula Dueno Predio;Nro de Documento de identificacion si el solicitante de la cancelacion es dueño de predio ;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_CANCCiudadproc;OCLG.U_CANCCiudadproc;CANC - Ciudad procedencia;Ciudad de procedencia de la cancelacion;Texto;Indefinido;Texto;Humano;John Lozano
Sap hana;SAC;Fidelizacion;Query2;Actividades;OCLG;U_Obs_Antiguo;OCLG.U_Obs_Antiguo;Obsequio Antiguo;Obsequio Antiguo;combo;Indefinido;combo;Humano;John Lozano
